EmployeeID,ReviewPeriod,PerformanceRating,PromotionFlag,ReviewerComments
1298,2023-H1,4,FALSE,Needs improvement in communication
1344,2024-H1,4,FALSE,Strong technical contribution
1082,2023-H2,4,FALSE,Exceeds expectations in delivery
1357,2023-H1,3,FALSE,Strong technical contribution
1185,2023-H1,3,FALSE,Needs improvement in communication
1158,2023-H2,2,FALSE,Below expectations this period
1290,2024-H1,3,FALSE,
1224,2024-H1,4,TRUE,
1002,2024-H2,4,FALSE,
1241,2024-H2,4,FALSE,
1019,2024-H1,3,FALSE,Good team collaboration
1060,2024-H1,3,FALSE,Exceeds expectations in delivery
1143,2024-H1,4,FALSE,Strong technical contribution
1314,2024-H2,3,FALSE,Outstanding leadership shown
1351,2024-H1,4,FALSE,
1351,2025-H1,4,FALSE,Strong technical contribution
1325,2025-H1,4,FALSE,Needs improvement in communication
1136,2024-H1,3,FALSE,Outstanding leadership shown
1318,2025-H1,4,FALSE,Strong technical contribution
1318,2024-H2,2,FALSE,Strong technical contribution
1248,2024-H1,5,FALSE,Consistently meets expectations
1007,2024-H2,4,FALSE,Outstanding leadership shown
1078,2025-H1,5,FALSE,Below expectations this period
1330,2023-H1,3,FALSE,
1054,2023-H1,4,FALSE,Strong technical contribution
1252,2025-H1,4,FALSE,Exceeds expectations in delivery
1056,2025-H1,1,FALSE,Exceeds expectations in delivery
1258,2023-H1,4,FALSE,Good team collaboration
1251,2024-H1,4,TRUE,
1205,2025-H1,3,FALSE,Consistently meets expectations
1212,2024-H2,5,FALSE,Needs improvement in communication
1308,2023-H1,3,FALSE,Exceeds expectations in delivery
1029,2025-H1,4,FALSE,Consistently meets expectations
1104,2024-H2,3,FALSE,
1250,2023-H1,4,FALSE,Good team collaboration
1121,2023-H1,5,FALSE,Strong technical contribution
1179,2023-H1,5,FALSE,
1142,2024-H1,4,FALSE,Strong technical contribution
1141,2024-H2,3,FALSE,
1184,2023-H2,4,TRUE,Outstanding leadership shown
1282,2024-H1,3,FALSE,
1206,2025-H1,3,FALSE,Consistently meets expectations
1312,2024-H2,5,FALSE,
1098,2024-H2,5,FALSE,
1007,2024-H1,3,FALSE,Strong technical contribution
1003,2025-H1,3,FALSE,Strong technical contribution
1052,2024-H1,5,FALSE,Outstanding leadership shown
1219,2024-H2,4,FALSE,Strong technical contribution
1172,2025-H1,5,TRUE,Outstanding leadership shown
1092,2024-H1,3,FALSE,Below expectations this period
1362,2024-H1,5,FALSE,Below expectations this period
1092,2025-H1,4,FALSE,Consistently meets expectations
1128,2023-H2,5,FALSE,Strong technical contribution
1165,2024-H2,3,FALSE,Consistently meets expectations
1263,2024-H2,4,FALSE,Needs improvement in communication
1324,2024-H2,4,FALSE,Needs improvement in communication
1153,2024-H1,5,FALSE,Needs improvement in communication
1031,2025-H1,4,FALSE,Needs improvement in communication
1332,2023-H2,4,FALSE,
1144,2024-H1,5,FALSE,Needs improvement in communication
1336,2025-H1,4,FALSE,Good team collaboration
1162,2023-H1,4,TRUE,Outstanding leadership shown
1284,2025-H1,2,FALSE,Strong technical contribution
1155,2024-H1,5,TRUE,
1028,2024-H2,4,FALSE,Below expectations this period
1328,2024-H2,4,FALSE,Outstanding leadership shown
1400,2023-H2,3,FALSE,Needs improvement in communication
1136,2023-H2,5,FALSE,Good team collaboration
1129,2023-H2,3,FALSE,
1071,2025-H1,5,FALSE,Exceeds expectations in delivery
1366,2023-H1,5,FALSE,Below expectations this period
1066,2024-H1,3,FALSE,Consistently meets expectations
1321,2023-H2,5,FALSE,Good team collaboration
1154,2023-H1,4,FALSE,Needs improvement in communication
1372,2023-H1,2,FALSE,Exceeds expectations in delivery
1041,2023-H1,3,FALSE,Consistently meets expectations
1182,2023-H2,3,FALSE,Consistently meets expectations
1088,2023-H1,5,FALSE,
1119,2023-H1,1,FALSE,Exceeds expectations in delivery
1308,2024-H2,4,TRUE,
1192,2024-H1,4,FALSE,Strong technical contribution
1344,2023-H2,4,FALSE,Below expectations this period
1056,2024-H2,3,FALSE,Exceeds expectations in delivery
1115,2023-H1,4,FALSE,Needs improvement in communication
1046,2023-H2,4,FALSE,
1036,2024-H1,4,FALSE,Strong technical contribution
1400,2025-H1,2,FALSE,Outstanding leadership shown
1195,2024-H1,5,FALSE,Exceeds expectations in delivery
1197,2024-H1,5,FALSE,Exceeds expectations in delivery
1369,2023-H2,4,FALSE,Outstanding leadership shown
1340,2023-H1,5,FALSE,
1354,2025-H1,1,FALSE,Outstanding leadership shown
1225,2024-H2,5,FALSE,Needs improvement in communication
1246,2023-H1,5,FALSE,Needs improvement in communication
1231,2023-H1,4,TRUE,
1347,2024-H1,4,FALSE,
1338,2023-H2,4,FALSE,
9050,2024-H2,3,FALSE,
1210,2024-H1,3,FALSE,
1126,2025-H1,5,FALSE,Good team collaboration
1051,2023-H1,2,FALSE,Consistently meets expectations
1094,2025-H1,3,FALSE,Strong technical contribution
1293,2024-H2,4,TRUE,Strong technical contribution
1229,2023-H1,3,FALSE,Below expectations this period
1207,2024-H2,4,FALSE,Below expectations this period
1196,2025-H1,4,FALSE,Strong technical contribution
1406,2024-H2,4,FALSE,Below expectations this period
1010,2024-H1,3,FALSE,Needs improvement in communication
1355,2024-H1,4,FALSE,Below expectations this period
1227,2023-H2,4,FALSE,Outstanding leadership shown
1311,2025-H1,3,FALSE,
1279,2023-H2,3,TRUE,Strong technical contribution
1326,2024-H1,5,FALSE,Good team collaboration
1248,2025-H1,5,FALSE,
1214,2023-H2,1,FALSE,Outstanding leadership shown
1286,2023-H2,4,FALSE,Below expectations this period
1200,2024-H2,3,FALSE,Below expectations this period
1362,2025-H1,4,FALSE,Outstanding leadership shown
1243,2023-H1,5,FALSE,Good team collaboration
1100,2025-H1,1,FALSE,Outstanding leadership shown
1313,2024-H2,3,FALSE,Exceeds expectations in delivery
1074,2024-H1,3,FALSE,Outstanding leadership shown
1083,2023-H1,4,FALSE,Exceeds expectations in delivery
1198,2024-H1,4,FALSE,
1360,2023-H1,5,FALSE,Strong technical contribution
1151,2025-H1,4,TRUE,Needs improvement in communication
1203,2024-H1,5,TRUE,Below expectations this period
1288,2023-H2,5,FALSE,
1233,2025-H1,5,FALSE,Good team collaboration
1287,2024-H1,5,FALSE,Below expectations this period
1359,2023-H2,5,TRUE,Outstanding leadership shown
1168,2024-H1,3,FALSE,
1140,2023-H2,5,FALSE,Outstanding leadership shown
1034,2023-H1,3,FALSE,
1164,2023-H2,4,FALSE,Good team collaboration
1401,2023-H1,4,FALSE,
1253,2023-H2,3,FALSE,Good team collaboration
1350,2023-H2,4,FALSE,Below expectations this period
1229,2025-H1,4,FALSE,Outstanding leadership shown
1404,2023-H2,4,FALSE,Consistently meets expectations
1135,2025-H1,3,FALSE,Good team collaboration
1104,2023-H2,4,TRUE,Consistently meets expectations
1277,2023-H1,4,FALSE,Consistently meets expectations
1248,2024-H2,2,FALSE,Strong technical contribution
1349,2023-H2,2,FALSE,
1035,2024-H1,4,FALSE,Good team collaboration
1208,2024-H1,1,FALSE,
1099,2023-H2,5,FALSE,Good team collaboration
1214,2024-H2,3,FALSE,
1018,2025-H1,4,FALSE,
1191,2025-H1,2,FALSE,Consistently meets expectations
1083,2023-H2,5,FALSE,
1053,2024-H2,5,FALSE,
1137,2023-H2,4,FALSE,Consistently meets expectations
1297,2023-H1,3,FALSE,Consistently meets expectations
1150,2023-H1,4,FALSE,Strong technical contribution
1040,2023-H2,3,FALSE,Good team collaboration
1382,2023-H1,4,FALSE,Strong technical contribution
1186,2024-H2,2,FALSE,Exceeds expectations in delivery
1339,2023-H2,3,FALSE,Below expectations this period
1061,2025-H1,3,FALSE,Strong technical contribution
1086,2025-H1,5,FALSE,Consistently meets expectations
1108,2025-H1,4,FALSE,Good team collaboration
1045,2023-H1,2,FALSE,
1406,2025-H1,3,FALSE,Outstanding leadership shown
1272,2024-H2,4,FALSE,Needs improvement in communication
1039,2024-H1,5,FALSE,Below expectations this period
1318,2023-H2,4,FALSE,Consistently meets expectations
1117,2024-H1,3,FALSE,Outstanding leadership shown
1154,2024-H2,1,FALSE,Good team collaboration
1051,2024-H2,5,FALSE,Exceeds expectations in delivery
1383,2023-H1,4,FALSE,Exceeds expectations in delivery
1062,2024-H2,4,FALSE,Exceeds expectations in delivery
1242,2024-H1,2,FALSE,Below expectations this period
1273,2024-H1,3,TRUE,Strong technical contribution
1158,2025-H1,4,FALSE,Below expectations this period
1397,2023-H1,3,FALSE,
1044,2024-H2,3,FALSE,Good team collaboration
1217,2023-H2,5,FALSE,Exceeds expectations in delivery
1190,2025-H1,3,FALSE,Needs improvement in communication
1069,2024-H2,4,FALSE,
1194,2023-H2,1,FALSE,Consistently meets expectations
1045,2025-H1,3,FALSE,Consistently meets expectations
1322,2024-H1,5,FALSE,
1253,2024-H1,4,FALSE,Outstanding leadership shown
1135,2023-H2,3,FALSE,Outstanding leadership shown
1345,2024-H1,4,FALSE,
1072,2025-H1,3,FALSE,Strong technical contribution
1203,2023-H2,5,FALSE,Strong technical contribution
1057,2023-H1,5,FALSE,Needs improvement in communication
1086,2023-H1,4,FALSE,Exceeds expectations in delivery
1086,2024-H1,4,FALSE,
1056,2024-H1,5,FALSE,
1221,2023-H1,5,FALSE,Needs improvement in communication
1130,2023-H1,5,FALSE,Needs improvement in communication
1147,2025-H1,4,FALSE,Below expectations this period
1242,2025-H1,4,FALSE,Below expectations this period
1278,2024-H2,2,FALSE,Below expectations this period
1108,2024-H1,5,FALSE,Exceeds expectations in delivery
1363,2024-H2,4,FALSE,Strong technical contribution
1184,2024-H1,4,FALSE,
1119,2025-H1,3,FALSE,Needs improvement in communication
1283,2025-H1,4,FALSE,Strong technical contribution
1170,2025-H1,5,FALSE,Below expectations this period
1192,2025-H1,3,FALSE,Consistently meets expectations
1206,2023-H1,5,FALSE,
1165,2023-H1,3,FALSE,Outstanding leadership shown
1087,2024-H2,2,FALSE,Exceeds expectations in delivery
1309,2023-H2,3,FALSE,Strong technical contribution
1402,2023-H2,4,FALSE,Consistently meets expectations
1204,2023-H2,3,FALSE,Outstanding leadership shown
1207,2023-H2,3,FALSE,Outstanding leadership shown
1069,2023-H2,3,FALSE,Outstanding leadership shown
1120,2024-H2,3,FALSE,
1087,2023-H1,2,FALSE,
1193,2023-H1,2,FALSE,Needs improvement in communication
1025,2025-H1,3,FALSE,Needs improvement in communication
1121,2024-H2,1,FALSE,Outstanding leadership shown
1306,2024-H2,4,FALSE,Consistently meets expectations
1142,2024-H2,4,FALSE,
1096,2023-H2,4,FALSE,
1106,2025-H1,4,FALSE,Outstanding leadership shown
1183,2023-H1,4,FALSE,Consistently meets expectations
1357,2023-H2,2,FALSE,
1224,2025-H1,3,TRUE,Strong technical contribution
1379,2024-H1,5,TRUE,Needs improvement in communication
1381,2024-H2,4,FALSE,
1290,2023-H1,3,FALSE,Outstanding leadership shown
1293,2025-H1,4,FALSE,Below expectations this period
1315,2024-H1,5,FALSE,Needs improvement in communication
1004,2024-H2,4,FALSE,Consistently meets expectations
1230,2025-H1,4,FALSE,
1269,2024-H1,3,FALSE,
1386,2023-H2,4,FALSE,Needs improvement in communication
1346,2025-H1,3,FALSE,Exceeds expectations in delivery
1159,2025-H1,4,TRUE,Needs improvement in communication
1384,2023-H1,3,FALSE,Good team collaboration
1290,2024-H2,3,FALSE,Outstanding leadership shown
1296,2023-H1,1,FALSE,Good team collaboration
1091,2024-H2,4,FALSE,Consistently meets expectations
1171,2025-H1,3,FALSE,Needs improvement in communication
1013,2025-H1,4,FALSE,
1065,2023-H2,3,FALSE,Strong technical contribution
1120,2023-H2,5,FALSE,Consistently meets expectations
1379,2023-H1,2,FALSE,Outstanding leadership shown
1193,2024-H2,3,FALSE,
1004,2023-H1,3,FALSE,Good team collaboration
1151,2024-H2,2,FALSE,Needs improvement in communication
1102,2024-H1,5,FALSE,
1134,2024-H2,4,TRUE,
1195,2025-H1,3,FALSE,Strong technical contribution
1110,2025-H1,4,FALSE,Consistently meets expectations
1214,2023-H2,1,FALSE,Outstanding leadership shown
1174,2023-H2,3,TRUE,Exceeds expectations in delivery
1067,2023-H1,4,FALSE,Needs improvement in communication
1277,2024-H2,3,TRUE,Needs improvement in communication
1144,2023-H1,3,FALSE,Below expectations this period
1133,2024-H1,5,FALSE,Exceeds expectations in delivery
1285,2024-H1,4,FALSE,
1096,2024-H2,3,FALSE,
1068,2025-H1,5,FALSE,Consistently meets expectations
1377,2024-H2,5,FALSE,Outstanding leadership shown
1380,2023-H2,4,FALSE,
1258,2023-H2,2,FALSE,Strong technical contribution
1188,2023-H1,3,FALSE,Outstanding leadership shown
1264,2024-H1,5,FALSE,Good team collaboration
1385,2023-H2,5,FALSE,Below expectations this period
1255,2023-H1,3,FALSE,Below expectations this period
1392,2024-H2,3,FALSE,
1266,2024-H2,4,FALSE,Outstanding leadership shown
1258,2024-H1,4,FALSE,Strong technical contribution
1007,2023-H2,3,FALSE,Consistently meets expectations
1082,2024-H2,5,FALSE,Needs improvement in communication
1057,2024-H2,3,FALSE,Strong technical contribution
1060,2023-H1,4,FALSE,Good team collaboration
1092,2023-H2,4,FALSE,Exceeds expectations in delivery
1124,2023-H1,4,FALSE,Outstanding leadership shown
1260,2025-H1,4,FALSE,Outstanding leadership shown
1378,2025-H1,3,FALSE,Exceeds expectations in delivery
1040,2023-H1,4,FALSE,Good team collaboration
1274,2023-H2,3,FALSE,
1294,2025-H1,2,FALSE,Exceeds expectations in delivery
1236,2024-H2,5,FALSE,Exceeds expectations in delivery
1313,2025-H1,4,FALSE,Consistently meets expectations
1285,2023-H1,5,FALSE,Exceeds expectations in delivery
1065,2023-H1,3,FALSE,Outstanding leadership shown
1066,2024-H2,3,FALSE,Good team collaboration
1273,2025-H1,3,FALSE,Needs improvement in communication
1354,2024-H2,2,FALSE,Exceeds expectations in delivery
1008,2025-H1,4,FALSE,Outstanding leadership shown
1214,2025-H1,4,FALSE,
1352,2024-H1,4,FALSE,
1374,2025-H1,5,FALSE,Exceeds expectations in delivery
1244,2024-H2,3,FALSE,Strong technical contribution
1247,2025-H1,4,FALSE,Exceeds expectations in delivery
1120,2023-H1,5,FALSE,Exceeds expectations in delivery
1079,2024-H1,5,FALSE,Needs improvement in communication
1108,2023-H1,4,FALSE,
1215,2023-H1,3,FALSE,Outstanding leadership shown
1340,2025-H1,4,FALSE,Strong technical contribution
1012,2024-H2,5,FALSE,Exceeds expectations in delivery
1302,2023-H1,3,TRUE,Needs improvement in communication
1128,2023-H1,4,FALSE,Needs improvement in communication
1287,2023-H1,3,FALSE,Good team collaboration
1244,2024-H1,4,FALSE,
1129,2025-H1,4,FALSE,Consistently meets expectations
1199,2024-H2,3,FALSE,Good team collaboration
1063,2025-H1,3,FALSE,Exceeds expectations in delivery
1231,2024-H1,5,FALSE,Good team collaboration
1107,2023-H2,3,FALSE,
1109,2024-H1,3,FALSE,Good team collaboration
1125,2025-H1,3,FALSE,
1102,2025-H1,4,TRUE,
1380,2025-H1,5,FALSE,Needs improvement in communication
1354,2023-H2,3,FALSE,Strong technical contribution
1070,2024-H2,3,FALSE,Consistently meets expectations
1135,2023-H1,4,FALSE,Below expectations this period
1129,2023-H1,5,FALSE,Exceeds expectations in delivery
1117,2024-H2,4,FALSE,
1085,2023-H2,3,FALSE,Good team collaboration
1245,2025-H1,3,FALSE,Consistently meets expectations
1051,2024-H1,5,FALSE,Consistently meets expectations
1230,2023-H2,1,FALSE,
1217,2023-H1,3,TRUE,Consistently meets expectations
1237,2023-H1,3,FALSE,Consistently meets expectations
1111,2024-H1,3,FALSE,Outstanding leadership shown
1113,2024-H2,4,FALSE,
1232,2023-H1,1,FALSE,
1255,2024-H2,4,FALSE,Consistently meets expectations
1077,2023-H2,2,FALSE,Good team collaboration
1133,2023-H1,4,FALSE,Good team collaboration
1388,2023-H1,2,FALSE,Below expectations this period
1309,2025-H1,1,FALSE,Exceeds expectations in delivery
1139,2023-H2,5,FALSE,Exceeds expectations in delivery
1296,2023-H1,1,FALSE,Good team collaboration
1109,2025-H1,4,FALSE,Outstanding leadership shown
1095,2023-H2,3,TRUE,Exceeds expectations in delivery
1278,2023-H2,5,FALSE,Strong technical contribution
1181,2023-H1,4,FALSE,Consistently meets expectations
1288,2023-H1,5,FALSE,Strong technical contribution
1356,2023-H2,4,FALSE,Consistently meets expectations
1297,2024-H1,4,FALSE,Good team collaboration
1037,2024-H2,5,FALSE,Exceeds expectations in delivery
1114,2023-H2,4,TRUE,Below expectations this period
1116,2024-H2,4,FALSE,Consistently meets expectations
1118,2023-H2,4,FALSE,Below expectations this period
1052,2023-H2,4,FALSE,Exceeds expectations in delivery
1298,2023-H2,3,FALSE,Outstanding leadership shown
1321,2023-H1,4,FALSE,Exceeds expectations in delivery
1242,2024-H2,5,FALSE,Good team collaboration
1039,2025-H1,4,FALSE,Strong technical contribution
1161,2024-H1,5,FALSE,Outstanding leadership shown
1371,2023-H2,2,FALSE,Strong technical contribution
1093,2023-H1,4,FALSE,Below expectations this period
1211,2024-H1,4,FALSE,Outstanding leadership shown
1243,2024-H2,3,TRUE,
1137,2023-H1,3,FALSE,Outstanding leadership shown
1038,2024-H1,5,FALSE,
1093,2025-H1,4,FALSE,Consistently meets expectations
1238,2023-H2,4,FALSE,Good team collaboration
1271,2023-H1,3,FALSE,Consistently meets expectations
1324,2024-H1,5,FALSE,
1013,2024-H2,5,FALSE,Good team collaboration
1381,2024-H1,2,FALSE,Strong technical contribution
1386,2024-H2,3,FALSE,
1158,2023-H1,4,FALSE,Outstanding leadership shown
1263,2023-H1,3,FALSE,Below expectations this period
1353,2025-H1,4,FALSE,Needs improvement in communication
1289,2024-H1,3,FALSE,Exceeds expectations in delivery
1372,2024-H1,4,FALSE,Consistently meets expectations
1257,2023-H2,3,FALSE,Needs improvement in communication
1229,2024-H2,4,FALSE,Good team collaboration
1076,2025-H1,4,FALSE,Good team collaboration
1001,2023-H1,4,FALSE,Outstanding leadership shown
1391,2023-H1,4,FALSE,Outstanding leadership shown
1278,2025-H1,4,FALSE,Below expectations this period
1059,2024-H2,2,FALSE,Good team collaboration
1388,2023-H2,3,FALSE,Exceeds expectations in delivery
1380,2024-H2,4,FALSE,Good team collaboration
1136,2023-H1,3,FALSE,Needs improvement in communication
1400,2023-H1,5,FALSE,Below expectations this period
1032,2023-H1,4,FALSE,Outstanding leadership shown
1010,2023-H1,4,FALSE,Good team collaboration
1342,2024-H2,5,FALSE,Good team collaboration
1403,2023-H2,5,FALSE,Good team collaboration
1173,2023-H1,5,FALSE,
1016,2024-H1,3,FALSE,Consistently meets expectations
1388,2024-H2,4,FALSE,Consistently meets expectations
1256,2023-H1,4,FALSE,
1156,2023-H2,4,FALSE,
1112,2023-H1,5,FALSE,Exceeds expectations in delivery
1062,2023-H1,4,FALSE,
1098,2024-H1,4,FALSE,Exceeds expectations in delivery
1342,2025-H1,5,FALSE,Good team collaboration
1090,2024-H1,3,FALSE,Needs improvement in communication
1035,2025-H1,4,FALSE,Consistently meets expectations
1275,2023-H2,4,FALSE,Good team collaboration
1158,2024-H2,4,FALSE,Outstanding leadership shown
1079,2023-H2,4,FALSE,Needs improvement in communication
1283,2024-H1,4,FALSE,
1204,2024-H2,4,FALSE,
1293,2024-H1,4,FALSE,Strong technical contribution
1009,2025-H1,5,FALSE,Outstanding leadership shown
1405,2024-H1,4,FALSE,Needs improvement in communication
1113,2024-H1,3,FALSE,Exceeds expectations in delivery
1160,2023-H1,3,TRUE,Needs improvement in communication
1062,2023-H2,3,FALSE,Outstanding leadership shown
1296,2023-H2,3,FALSE,Exceeds expectations in delivery
1210,2025-H1,4,FALSE,Good team collaboration
1080,2024-H1,1,FALSE,
1398,2024-H1,4,FALSE,Below expectations this period
1043,2024-H2,5,FALSE,
1234,2024-H2,2,FALSE,
1141,2024-H1,5,FALSE,Below expectations this period
1337,2023-H1,4,FALSE,Good team collaboration
1144,2025-H1,3,FALSE,
1312,2023-H1,5,FALSE,Needs improvement in communication
1309,2024-H2,5,FALSE,
1163,2024-H2,4,FALSE,Outstanding leadership shown
1154,2023-H2,4,FALSE,Needs improvement in communication
1051,2023-H2,4,FALSE,Exceeds expectations in delivery
1264,2025-H1,5,TRUE,Strong technical contribution
1130,2024-H2,3,FALSE,
1326,2024-H2,3,FALSE,
1198,2023-H2,4,FALSE,Strong technical contribution
1074,2023-H1,3,FALSE,Consistently meets expectations
1177,2024-H1,5,FALSE,
1310,2023-H2,2,FALSE,Consistently meets expectations
1317,2025-H1,5,FALSE,Exceeds expectations in delivery
1341,2023-H2,4,FALSE,Outstanding leadership shown
1034,2025-H1,4,FALSE,Good team collaboration
1293,2023-H1,4,FALSE,Consistently meets expectations
1027,2024-H2,5,FALSE,Exceeds expectations in delivery
1216,2025-H1,3,FALSE,Needs improvement in communication
1102,2024-H2,4,FALSE,Good team collaboration
1393,2024-H2,3,TRUE,Strong technical contribution
1019,2023-H2,4,TRUE,
1037,2025-H1,5,FALSE,
1233,2024-H2,3,FALSE,Needs improvement in communication
1263,2025-H1,4,FALSE,Outstanding leadership shown
1191,2024-H1,5,FALSE,Needs improvement in communication
1123,2023-H2,3,FALSE,Strong technical contribution
1022,2023-H2,5,FALSE,
1117,2023-H1,4,FALSE,Outstanding leadership shown
1391,2024-H2,5,TRUE,Consistently meets expectations
1384,2023-H2,5,FALSE,Exceeds expectations in delivery
1083,2024-H2,2,FALSE,
1321,2024-H2,5,FALSE,Strong technical contribution
1316,2023-H2,4,FALSE,Exceeds expectations in delivery
1146,2023-H1,5,FALSE,Exceeds expectations in delivery
1235,2023-H2,4,FALSE,Strong technical contribution
1310,2023-H1,3,FALSE,Outstanding leadership shown
1361,2023-H2,4,FALSE,Good team collaboration
1216,2024-H2,4,FALSE,Good team collaboration
1139,2024-H2,3,FALSE,Consistently meets expectations
1126,2024-H1,4,FALSE,Outstanding leadership shown
1150,2025-H1,3,FALSE,Strong technical contribution
1189,2025-H1,3,TRUE,Strong technical contribution
1330,2025-H1,4,FALSE,Consistently meets expectations
1358,2025-H1,4,FALSE,Good team collaboration
1005,2025-H1,5,FALSE,Needs improvement in communication
1336,2024-H1,4,FALSE,Consistently meets expectations
1143,2024-H2,3,FALSE,Needs improvement in communication
1343,2025-H1,3,FALSE,Exceeds expectations in delivery
1055,2023-H1,5,FALSE,Strong technical contribution
1403,2023-H1,5,FALSE,
1217,2024-H1,5,FALSE,Consistently meets expectations
1187,2025-H1,2,FALSE,
1251,2025-H1,4,FALSE,Exceeds expectations in delivery
1070,2023-H2,5,FALSE,
1143,2025-H1,3,FALSE,
1125,2023-H1,4,FALSE,Consistently meets expectations
1200,2024-H1,4,FALSE,Good team collaboration
1371,2025-H1,4,TRUE,
1092,2024-H2,4,FALSE,Needs improvement in communication
1232,2023-H2,5,FALSE,Consistently meets expectations
1176,2024-H2,4,FALSE,Exceeds expectations in delivery
1166,2025-H1,4,TRUE,Consistently meets expectations
1289,2023-H2,3,FALSE,Consistently meets expectations
1123,2023-H1,4,FALSE,
1028,2023-H2,2,FALSE,Needs improvement in communication
1121,2024-H1,2,FALSE,Exceeds expectations in delivery
1202,2024-H1,4,FALSE,Good team collaboration
1105,2023-H2,3,FALSE,Consistently meets expectations
1244,2025-H1,5,FALSE,Exceeds expectations in delivery
1258,2024-H2,4,FALSE,Below expectations this period
1125,2024-H2,4,FALSE,
1370,2023-H2,3,FALSE,Exceeds expectations in delivery
1301,2023-H1,4,TRUE,Consistently meets expectations
1134,2025-H1,4,FALSE,
1126,2023-H1,4,FALSE,
1079,2024-H2,4,FALSE,
1225,2025-H1,4,FALSE,Exceeds expectations in delivery
1025,2024-H2,5,FALSE,Needs improvement in communication
1221,2024-H1,3,FALSE,
1354,2023-H1,4,FALSE,Below expectations this period
1014,2025-H1,4,FALSE,Needs improvement in communication
1289,2024-H2,5,FALSE,Needs improvement in communication
1020,2024-H2,5,FALSE,Good team collaboration
1352,2023-H2,4,FALSE,Strong technical contribution
1268,2024-H2,3,FALSE,Strong technical contribution
1043,2024-H2,5,FALSE,
1360,2023-H1,5,FALSE,Strong technical contribution
1098,2023-H1,4,FALSE,
1085,2024-H1,4,FALSE,Needs improvement in communication
1395,2023-H1,5,TRUE,Consistently meets expectations
1013,2024-H1,3,TRUE,Below expectations this period
1300,2023-H2,3,FALSE,
1120,2024-H1,3,FALSE,Good team collaboration
1379,2024-H2,3,FALSE,Good team collaboration
1222,2023-H2,2,FALSE,Outstanding leadership shown
1089,2025-H1,4,TRUE,Below expectations this period
1018,2024-H1,4,FALSE,Needs improvement in communication
1042,2023-H1,4,FALSE,Outstanding leadership shown
1053,2024-H1,3,FALSE,Strong technical contribution
1181,2023-H2,2,TRUE,Good team collaboration
1100,2024-H1,5,FALSE,Outstanding leadership shown
1209,2023-H1,4,TRUE,Strong technical contribution
1190,2023-H1,3,FALSE,
1396,2024-H2,3,FALSE,Strong technical contribution
1181,2025-H1,5,FALSE,Good team collaboration
1220,2024-H2,3,FALSE,Consistently meets expectations
1254,2024-H1,4,FALSE,Below expectations this period
1287,2025-H1,4,TRUE,Strong technical contribution
1122,2025-H1,4,FALSE,Strong technical contribution
1152,2025-H1,5,FALSE,Below expectations this period
1236,2024-H1,1,FALSE,Exceeds expectations in delivery
